iter	Passed	Remaining
1667	37170	7398
1668	37196	7376
1669	37219	7354
1670	37242	7332
1671	37265	7310
1672	37285	7287
1673	37306	7265
1674	37327	7242
1675	37349	7220
1676	37376	7198
1677	37399	7176
1678	37422	7154
1679	37441	7131
1680	37461	7108
1681	37484	7086
1682	37505	7064
1683	37527	7042
1684	37549	7019
1685	37572	6997
1686	37594	6975
1687	37618	6953
1688	37641	6931
1689	37669	6909
1690	37693	6887
1691	37714	6865
1692	37737	6843
1693	37758	6820
1694	37779	6798
1695	37800	6775
1696	37820	6752
1697	37842	6730
1698	37866	6708
1699	37889	6686
1700	37910	6663
1701	37930	6641
1702	37953	6618
1703	37974	6596
1704	37999	6574
1705	38021	6552
1706	38044	6530
1707	38065	6507
1708	38088	6485
1709	38113	6463
1710	38141	6442
1711	38162	6419
1712	38181	6396
1713	38203	6374
1714	38226	6352
1715	38246	6329
1716	38264	6306
1717	38285	6284
1718	38303	6261
1719	38324	6238
1720	38351	6217
1721	38374	6195
1722	38396	6172
1723	38420	6150
1724	38439	6128
1725	38459	6105
1726	38480	6082
1727	38504	6060
1728	38527	6038
1729	38547	6016
1730	38576	5994
1731	38601	5972
1732	38623	5950
1733	38641	5927
1734	38661	5905
1735	38683	5882
1736	38709	5861
1737	38731	5838
1738	38751	5816
1739	38771	5793
1740	38794	5771
1741	38814	5748
1742	38840	5726
1743	38864	5704
1744	38887	5682
1745	38911	5660
1746	38932	5638
1747	38954	5615
1748	38979	5593
1749	39003	5571
1750	39022	5549
1751	39044	5526
1752	39062	5504
1753	39082	5481
1754	39103	5458
1755	39122	5436
1756	39143	5413
1757	39166	5391
1758	39189	5369
1759	39210	5346
1760	39231	5324
1761	39254	5302
1762	39278	5280
1763	39304	5258
1764	39330	5236
1765	39353	5214
1766	39376	5192
1767	39398	5169
1768	39417	5147
1769	39439	5124
1770	39460	5102
1771	39481	5079
1772	39509	5058
1773	39530	5035
1774	39550	5013
1775	39571	4991
1776	39594	4968
1777	39612	4945
1778	39633	4923
1779	39658	4901
1780	39684	4879
1781	39706	4857
1782	39726	4834
1783	39747	4812
1784	39767	4789
1785	39788	4767
1786	39809	4745
1787	39832	4722
1788	39852	4700
1789	39877	4678
1790	39897	4655
1791	39918	4633
1792	39940	4611
1793	39961	4588
1794	39989	4567
1795	40012	4544
1796	40032	4522
1797	40054	4500
1798	40077	4477
1799	40101	4455
1800	40124	4433
1801	40147	4411
1802	40168	4388
1803	40189	4366
1804	40215	4344
1805	40239	4322
1806	40260	4300
1807	40282	4277
1808	40302	4255
1809	40323	4232
1810	40350	4211
1811	40371	4188
1812	40391	4166
1813	40412	4143
1814	40437	4121
1815	40458	4099
1816	40484	4077
1817	40504	4054
1818	40526	4032
1819	40551	4010
1820	40576	3988
1821	40598	3966
1822	40621	3944
1823	40642	3921
1824	40663	3899
1825	40685	3876
1826	40709	3854
1827	40731	3832
1828	40755	3810
1829	40778	3788
1830	40797	3765
1831	40818	3743
1832	40839	3720
1833	40861	3698
1834	40883	3676
1835	40905	3653
1836	40927	3631
1837	40947	3609
1838	40967	3586
1839	40989	3564
1840	41011	3541
1841	41031	3519
1842	41053	3497
1843	41076	3475
1844	41099	3452
1845	41119	3430
1846	41144	3408
1847	41164	3385
1848	41188	3363
1849	41209	3341
1850	41229	3318
1851	41249	3296
1852	41270	3274
1853	41292	3251
1854	41314	3229
1855	41335	3207
1856	41358	3184
1857	41377	3162
1858	41396	3139
1859	41418	3117
1860	41439	3095
1861	41461	3072
1862	41481	3050
1863	41503	3028
1864	41522	3005
1865	41547	2983
1866	41570	2961
1867	41591	2939
1868	41615	2916
1869	41636	2894
1870	41658	2872
1871	41679	2849
1872	41700	2827
1873	41721	2805
1874	41744	2782
1875	41767	2760
1876	41788	2738
1877	41810	2716
1878	41830	2693
1879	41853	2671
1880	41873	2649
1881	41895	2626
1882	41915	2604
1883	41935	2582
1884	41957	2559
1885	41978	2537
1886	41996	2514
1887	42015	2492
1888	42039	2470
1889	42058	2447
1890	42079	2425
1891	42102	2403
1892	42122	2380
1893	42142	2358
1894	42164	2336
1895	42193	2314
1896	42213	2292
1897	42237	2269
1898	42258	2247
1899	42279	2225
1900	42300	2202
1901	42322	2180
1902	42346	2158
1903	42368	2136
1904	42390	2113
1905	42412	2091
1906	42432	2069
1907	42452	2046
1908	42473	2024
1909	42494	2002
1910	42519	1980
1911	42545	1958
1912	42567	1935
1913	42596	1913
1914	42617	1891
1915	42641	1869
1916	42661	1847
1917	42683	1824
1918	42705	1802
1919	42728	1780
1920	42748	1758
1921	42768	1735
1922	42787	1713
1923	42810	1691
1924	42833	1668
1925	42855	1646
1926	42875	1624
1927	42895	1601
1928	42914	1579
1929	42939	1557
1930	42961	1535
1931	42984	1512
1932	43005	1490
1933	43026	1468
1934	43047	1446
1935	43068	1423
1936	43088	1401
1937	43109	1379
1938	43132	1356
1939	43154	1334
1940	43174	1312
1941	43196	1290
1942	43217	1267
1943	43238	1245
1944	43272	1223
1945	43296	1201
1946	43318	1179
1947	43339	1156
1948	43360	1134
1949	43381	1112
1950	43404	1090
1951	43424	1067
1952	43448	1045
1953	43468	1023
1954	43491	1001
1955	43516	978
1956	43538	956
1957	43561	934
1958	43582	912
1959	43603	889
1960	43625	867
1961	43646	845
1962	43670	823
1963	43690	800
1964	43714	778
1965	43733	756
1966	43754	734
1967	43779	711
1968	43801	689
1969	43823	667
1970	43844	645
1971	43864	622
1972	43885	600
1973	43911	578
1974	43930	556
1975	43949	533
1976	43973	511
1977	43993	489
1978	44012	467
1979	44033	444
1980	44054	422
1981	44079	400
1982	44099	378
1983	44120	355
1984	44140	333
1985	44161	311
1986	44180	289
1987	44205	266
1988	44230	244
1989	44253	222
1990	44271	200
1991	44292	177
1992	44314	155
1993	44337	133
1994	44359	111
1995	44379	88
1996	44402	66
1997	44424	44
1998	44446	22
1999	44469	0
